gene_name;gi;pident;evalue;description
THTET00000007817;gi|1706209|sp|P53694.1|RTN1_SCHPO;26.776;2.86E-12;"RecName: Full=Reticulon-like protein 1; AltName: Full=Cell lysis protein cwl1"
THTET00000008056;gi|81315088|sp|Q5LCU8.1|SYI_BACFN;30.526;0.56;"RecName: Full=Isoleucine--tRNA ligase; AltName: Full=Isoleucyl-tRNA synthetase; Short=IleRS"
THTET00000007907;gi|74660700|sp|Q6CXS0.1|OAF3_KLULA;40;7.10E-09;RecName: Full=Oleate activated transcription factor 3
THTET00000008431;gi|2842697|sp|Q92351.1|PCP1_SCHPO;24.896;1.16E-18;RecName: Full=Spindle pole body protein pcp1
THTET00000007962;gi|408407604|sp|G2Q9T3.1|CEL61_THIHA;40.891;1.50E-43;"RecName: Full=Polysaccharide monooxygenase Cel61a; AltName: Full=Cellulase-61a; Short=Cel61a; AltName: Full=Endoglucanase-61a; AltName: Full=Glycoside hydrolase-61; Short=GH-61; Flags: Precursor"
THTET00000007989;gi|263504473|sp|B1GZH8.1|RSMH_UNCTG;31.034;5.4;"RecName: Full=Ribosomal RNA small subunit methyltransferase H; AltName: Full=16S rRNA m(4)C1402 methyltransferase; AltName: Full=rRNA (cytosine-N(4)-)-methyltransferase RsmH"
THTET00000008517;gi|161788995|sp|P11635.2|DHQA_NEUCR;75;4.03E-178;RecName: Full=Quinate dehydrogenase
THTET00000008438;gi|1027923617|sp|K4CF70.1|HPL_SOLLC;26.667;0.26;"RecName: Full=Fatty acid hydroperoxide lyase, chloroplastic; Short=LeHPL; AltName: Full=Cytochrome P450 74B"
THTET00000008074;gi|223590243|sp|Q6C8M8.3|ATG26_YARLI;30.882;0.022;"RecName: Full=Sterol 3-beta-glucosyltransferase; AltName: Full=Autophagy-related protein 26"
THTET00000007992;gi|2494840|sp|Q00310.1|MNT1_CANAL;53.972;1.08E-164;"RecName: Full=Glycolipid 2-alpha-mannosyltransferase 1; AltName: Full=Alpha-1,2-mannosyltransferase 1"
THTET00000008189;gi|24211872|sp|Q8P9R7.1|ISPG_XANCP;30.588;1.5;"RecName: Full=4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin); AltName: Full=1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase"
THTET00000007873;gi|416768|sp|P32562.1|CDC5_YEAST;22.807;1.3;RecName: Full=Cell cycle serine/threonine-protein kinase CDC5/MSD2
THTET00000007604;gi|17380524|sp|P08044.2|SNAI_DROME;29.545;0.13;RecName: Full=Protein snail
THTET00000008100;gi|209572767|sp|Q13698.4|CAC1S_HUMAN;27.451;0.054;"RecName: Full=Voltage-dependent L-type calcium channel subunit alpha-1S; AltName: Full=Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle; AltName: Full=Voltage-gated calcium channel subunit alpha Cav1.1"
THTET00000007865;gi|54040792|sp|P34229.2|FAS1_YARLI;58.496;0;"RecName: Full=Fatty acid synthase subunit beta; Includes: RecName: Full=3-hydroxyacyl-[acyl-carrier-protein] dehydratase; Includes: RecName: Full=Enoyl-[acyl-carrier-protein] reductase [NADH]; Includes: RecName: Full=[Acyl-carrier-protein] acetyltransferase; Includes: RecName: Full=[Acyl-carrier-protein] malonyltransferase; Includes: RecName: Full=S-acyl fatty acid synthase thioesterase"
THTET00000007885;gi|74676047|sp|O60177.1|YG42_SCHPO;31.579;6.12E-27;RecName: Full=Uncharacterized ATP-dependent helicase C23E6.02
THTET00000008235;gi|1160421930|sp|Q59VQ8.2|WAR1_CANAL;22.409;6.31E-09;"RecName: Full=Transcriptional regulator WAR1; AltName: Full=Weak acid resistance protein 1"
THTET00000007899;gi|300669649|sp|Q9HAY2.2|MAGF1_HUMAN;43.243;1.1;"RecName: Full=Melanoma-associated antigen F1; AltName: Full=MAGE-F1 antigen"
THTET00000007643;gi|1042851773|sp|G3Y424.1|YANF_ASPNA;43.023;2.18E-30;"RecName: Full=FAD-dependent monooxygenase yanF; AltName: Full=Yanuthone D synthesis protein F"
THTET00000007643;gi|1042851773|sp|G3Y424.1|YANF_ASPNA;35.135;2.62E-07;"RecName: Full=FAD-dependent monooxygenase yanF; AltName: Full=Yanuthone D synthesis protein F"
THTET00000008391;gi|74698003|sp|Q96WV5.1|COPA_SCHPO;55.172;0;"RecName: Full=Putative coatomer subunit alpha; AltName: Full=Alpha-coat protein; Short=Alpha-COP"
THTET00000008124;gi|123564915|sp|Q38ZJ0.1|ADEC1_LACSS;39.394;0.45;"RecName: Full=Adenine deaminase 1; Short=Adenase 1; Short=Adenine aminase 1"
THTET00000008412;gi|46397823|sp|P25284.2|NDUA9_NEUCR;77.6;0;"RecName: Full=NADH-ubiquinone oxidoreductase 40 kDa subunit, mitochondrial; AltName: Full=Complex I-40kD; Short=CI-40kD; Flags: Precursor"
THTET00000007769;gi|121927659|sp|Q2H2V8.1|END3_CHAGB;88.148;0;"RecName: Full=Actin cytoskeleton-regulatory complex protein END3; AltName: Full=Endocytosis protein 3"
THTET00000007806;gi|119838|sp|P29251.1|FOL1_PNECA;46.916;4.40E-138;"RecName: Full=Folic acid synthesis protein fol1; Includes: RecName: Full=Dihydroneopterin aldolase; Short=DHNA; AltName: Full=7,8-dihydroneopterin aldolase; AltName: Full=FasA; AltName: Full=FasB; Includes: RecName: Full=6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase; Short=HPPK; AltName: Full=2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase; AltName: Full=7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase; Short=PPPK; AltName: Full=Dihydropterin pyrophosphokinase; AltName: Full=FasC; Includes: RecName: Full=Dihydropteroate synthase; Short=DHPS; AltName: Full=Dihydropteroate pyrophosphorylase; AltName: Full=FasD"
THTET00000007999;gi|74698599|sp|Q9Y803.1|YN98_SCHPO;30.909;9.58E-17;RecName: Full=S1-like domain-containing protein C146.08c
THTET00000008012;gi|254765199|sp|Q73WV2.2|Y2558_MYCPA;33.766;8.59E-16;RecName: Full=Putative O-methyltransferase MAP_2558
THTET00000008072;gi|54042330|sp|P39337.2|YJGM_ECOLI;37.143;0.18;RecName: Full=Uncharacterized N-acetyltransferase YjgM
THTET00000007725;gi|3219965|sp|O14053.1|UTP21_SCHPO;35.822;0;"RecName: Full=U3 small nucleolar RNA-associated protein 21 homolog; Short=U3 snoRNA-associated protein 21"
THTET00000008398;gi|74625810|sp|Q9URY7.1|FMDA_SCHPO;67.308;0;"RecName: Full=Putative formamidase C869.04; AltName: Full=Formamide amidohydrolase"
THTET00000008173;gi|126252983|sp|Q2HIE9.1|ATM1_CHAGB;92.905;0;"RecName: Full=Iron-sulfur clusters transporter ATM1, mitochondrial; Flags: Precursor"
THTET00000008254;gi|75207472|sp|Q9SS90.1|RGLG1_ARATH;36.585;9.8;"RecName: Full=E3 ubiquitin-protein ligase RGLG1; AltName: Full=RING domain ligase 1"
THTET00000008369;gi|1708425|sp|Q00016.1|IFR_CICAR;27.049;0.49;"RecName: Full=Isoflavone reductase; Short=IFR; AltName: Full=2'-hydroxyisoflavone reductase; AltName: Full=NADPH:isoflavone oxidoreductase"
THTET00000007890;gi|74696212|sp|Q7RZ35.1|DBP4_NEUCR;76.951;0;RecName: Full=ATP-dependent RNA helicase dbp-4
THTET00000008000;gi|74623776|sp|Q9C1K8.1|ALG3_NEUCR;71.594;0;"RecName: Full=Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase; AltName: Full=Asparagine-linked glycosylation protein 6; AltName: Full=Dol-P-Man-dependent alpha(1-3)-mannosyltransferase; AltName: Full=Dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichyl mannosyltransferase"
THTET00000007774;gi|136472|sp|P16966.1|TTR_PSEAJ;31;0.006;"RecName: Full=Acetyltransferase; AltName: Full=Tabtoxin resistance protein"
THTET00000008265;gi|254782941|sp|B2IJG9.1|SYR_BEII9;31.313;3.3;"RecName: Full=Arginine--tRNA ligase; AltName: Full=Arginyl-tRNA synthetase; Short=ArgRS"
THTET00000007944;gi|81863932|sp|Q6MG64.1|VWA7_RAT;68.421;0.51;"RecName: Full=von Willebrand factor A domain-containing protein 7; AltName: Full=Protein G7c; Flags: Precursor"
THTET00000007676;gi|308153662|sp|P06738.4|PHSG_YEAST;61.905;0;RecName: Full=Glycogen phosphorylase
THTET00000007829;gi|82181812|sp|Q68F67.1|DEN1A_XENLA;36.957;7.2;"RecName: Full=DENN domain-containing protein 1A; AltName: Full=Connecdenn"
THTET00000007940;gi|1064306090|sp|Q4WQY6.2|TPCL_ASPFU;41.83;3.73E-29;"RecName: Full=Anthrone oxygenase tpcL; AltName: Full=Trypacidin synthesis protein L"
THTET00000007718;gi|218511691|sp|P60882.2|MEGF8_MOUSE;40.909;0.92;"RecName: Full=Multiple epidermal growth factor-like domains protein 8; Short=Multiple EGF-like domains protein 8; AltName: Full=Epidermal growth factor-like protein 4; Short=EGF-like protein 4; Flags: Precursor"
THTET00000008370;gi|296439556|sp|B0Y9G4.1|EGLD_ASPFC;40.816;4.13E-27;"RecName: Full=Probable endo-beta-1,4-glucanase D; Short=Endoglucanase D; AltName: Full=Carboxymethylcellulase D; AltName: Full=Cellulase D; Flags: Precursor"
THTET00000007623;gi|212288569|sp|Q1MTQ7.2|KLP9_SCHPO;30.353;6.51E-37;RecName: Full=Kinesin-like motor protein 9
THTET00000008361;gi|939319584|sp|B8AVF0.1|BGL12_ORYSI;33.333;2.7;"RecName: Full=Beta-glucosidase 12; Flags: Precursor"
THTET00000008142;gi|146325076|sp|A1TXH7.1|POTA_MARHV;50;6.9;RecName: Full=Spermidine/putrescine import ATP-binding protein PotA
THTET00000008325;gi|6136600|sp|Q58588.1|Y1187_METJA;23.77;0.002;RecName: Full=Uncharacterized protein MJ1187
THTET00000008507;gi|82184294|sp|Q6GNT9.1|MEMO1_XENLA;41.765;1.62E-76;"RecName: Full=Protein MEMO1; AltName: Full=Mediator of ErbB2-driven cell motility 1; Short=Memo-1"
THTET00000008240;gi|1064305642|sp|B8M9J8.1|TROPB_TALSN;33.126;1.55E-64;"RecName: Full=FAD-dependent monooxygenase tropB; AltName: Full=Tropolone synthesis protein B"
THTET00000008449;gi|218511917|sp|Q63042.2|ALR_RAT;49.02;3.89E-49;"RecName: Full=FAD-linked sulfhydryl oxidase ALR; AltName: Full=Augmenter of liver regeneration"
THTET00000007744;gi|122012643|sp|Q45FA5.1|SRPK_PHYPO;30.484;7.82E-34;"RecName: Full=Serine/threonine-protein kinase SRPK; Short=PSRPK"
THTET00000007931;gi|74583672|sp|Q07923.1|LOT6_YEAST;52;3.51E-49;"RecName: Full=NAD(P)H-dependent FMN reductase LOT6; Short=FMN reductase LOT6; AltName: Full=Azoreductase LOT6; AltName: Full=FMN reductase [NAD(P)H]; AltName: Full=Low temperature response protein 6"
THTET00000007709;gi|48429243|sp|P87179.3|WSC1_SCHPO;27.273;0.6;"RecName: Full=Cell wall integrity and stress response component 1; Flags: Precursor"
THTET00000007798;gi|74616711|sp|Q7S8S5.1|TIM21_NEUCR;55.642;4.51E-91;"RecName: Full=Mitochondrial import inner membrane translocase subunit tim21; Flags: Precursor"
THTET00000007952;gi|139844|sp|P23106.1|XYLF_PSEPU;37.879;0.001;"RecName: Full=2-hydroxymuconate semialdehyde hydrolase; Short=HMSH; AltName: Full=2-hydroxymuconic semialdehyde hydrolase"
THTET00000008196;gi|121737119|sp|Q0CJ60.1|ATC_ASPTN;45.408;5.16E-147;"RecName: Full=Cyclase atC; AltName: Full=Terreic acid biosynthesis cluster protein C; Flags: Precursor"
THTET00000008386;gi|6226914|sp|Q02405.2|Y12I_BPT4;34.091;1.7;RecName: Full=Uncharacterized 8.1 kDa protein in Gp30-rIII intergenic region [Escherichia virus T4]
THTET00000008182;gi|281312481|sp|A5PMR2.1|UBP33_DANRE;25.316;0.64;"RecName: Full=Ubiquitin carboxyl-terminal hydrolase 33; AltName: Full=Deubiquitinating enzyme 33; AltName: Full=Ubiquitin thioesterase 33; AltName: Full=Ubiquitin-specific-processing protease 33"
THTET00000008206;gi|1730733|sp|P53951.1|COG5_YEAST;28.467;6.32E-13;"RecName: Full=Conserved oligomeric Golgi complex subunit 5; Short=COG complex subunit 5; AltName: Full=Complexed with DOR1 protein 4; AltName: Full=Component of oligomeric Golgi complex 5"
THTET00000007700;gi|74626606|sp|O13808.1|GMF1_SCHPO;40.152;5.96E-28;"RecName: Full=Actin-depolymerizing factor gmf1; AltName: Full=Glia maturation factor-like protein 1"
THTET00000007729;gi|81875711|sp|Q8BYA0.1|TBCD_MOUSE;25.652;1.04E-36;"RecName: Full=Tubulin-specific chaperone D; AltName: Full=Beta-tubulin cofactor D; AltName: Full=Tubulin-folding cofactor D"
THTET00000007811;gi|6016027|sp|Q62866.1|S19A1_RAT;23.333;0.86;"RecName: Full=Folate transporter 1; AltName: Full=Reduced folate carrier 1; Short=RFC-1; Short=RFC1; AltName: Full=Solute carrier family 19 member 1"
THTET00000008215;gi|121743249|sp|Q0D1P1.1|TERC_ASPTN;45.625;8.90E-92;"RecName: Full=FAD-dependent monooxygenase terC; AltName: Full=Terrein biosynthesis cluster protein terC"
THTET00000008433;gi|82181658|sp|Q66L58.1|VAC14_DANRE;38.09;2.49E-176;RecName: Full=Protein VAC14 homolog
THTET00000007984;gi|20138696|sp|Q99JB0.1|KLF7_MOUSE;29.907;1.98E-05;RecName: Full=Krueppel-like factor 7
THTET00000008048;gi|61224025|sp|P0A1J5.2|FLGK_SALTY;32.812;0.68;"RecName: Full=Flagellar hook-associated protein 1; Short=HAP1"
THTET00000008050;gi|408360233|sp|O59741.2|YN25_SCHPO;25.217;1.86E-07;RecName: Full=Uncharacterized transcriptional regulatory protein C530.05
THTET00000007965;gi|68845777|sp|P37967.2|PNBA_BACSU;32.967;4.03E-41;"RecName: Full=Para-nitrobenzyl esterase; AltName: Full=Intracellular esterase B; AltName: Full=PNB carboxy-esterase; Short=PNBCE"
THTET00000008519;gi|74665875|sp|Q4U3U5.1|QUTR_NEUAF;59.157;0;RecName: Full=Quinate repressor protein
THTET00000008307;gi|310947108|sp|C3K630.1|LAAA_PSEFS;42.545;1.04E-63;RecName: Full=L-amino acid amidase
THTET00000008461;gi|2500474|sp|Q03246.1|RT17_YEAST;39.437;1.27E-05;"RecName: Full=37S ribosomal protein S17, mitochondrial; AltName: Full=Mitochondrial small ribosomal subunit protein uS17m"
THTET00000008331;gi|1076761140|sp|A0A0D2YFZ9.1|FUB10_FUSO4;29.231;0.18;"RecName: Full=Fusaric acid cluster transcription factor FUB10; AltName: Full=Fusaric acid biosynthesis protein 10"
THTET00000008290;gi|1352911936|sp|M2YIY2.1|AFLR_DOTSN;27.719;8.55E-20;RecName: Full=Dothistromin biosynthesis regulatory protein aflR
THTET00000007891;gi|75204744|sp|Q9SG79.1|SUN2_ARATH;22.647;1.34E-09;"RecName: Full=SUN domain-containing protein 2; Short=AtSUN2"
THTET00000007838;gi|1169441|sp|P45443.1|DYHC_NEUCR;87.153;0;"RecName: Full=Dynein heavy chain, cytoplasmic; AltName: Full=Dynein heavy chain, cytosolic; Short=DYHC; AltName: Full=Ropy-1"
THTET00000008297;gi|2497967|sp|P73448.1|NARB_SYNY3;33.602;3.29E-122;RecName: Full=Nitrate reductase
THTET00000007818;gi|7388329|sp|Q9Y8G8.1|TOP2_PENCH;61.183;0;"RecName: Full=DNA topoisomerase 2; AltName: Full=DNA topoisomerase II"
THTET00000007617;gi|97180275|sp|Q2PCF1.1|PDR2_NICPL;22.727;5.4;"RecName: Full=Pleiotropic drug resistance protein 2; AltName: Full=NpPDR2"
THTET00000007909;gi|338818272|sp|D3ZHV2.1|MACF1_RAT;28.455;0.021;"RecName: Full=Microtubule-actin cross-linking factor 1; AltName: Full=Actin cross-linking family 7"
THTET00000008145;gi|22261792|sp|O60312.2|AT10A_HUMAN;32.787;3;"RecName: Full=Probable phospholipid-transporting ATPase VA; AltName: Full=ATPase class V type 10A; AltName: Full=Aminophospholipid translocase VA; AltName: Full=P4-ATPase flippase complex alpha subunit ATP10A"
THTET00000008251;gi|317373590|sp|Q96HC4.5|PDLI5_HUMAN;37.805;4.7;"RecName: Full=PDZ and LIM domain protein 5; AltName: Full=Enigma homolog; AltName: Full=Enigma-like PDZ and LIM domains protein"
THTET00000008033;gi|33301476|sp|P87235.1|RHP42_SCHPO;35.271;1.59E-76;RecName: Full=DNA repair protein rhp42
THTET00000008033;gi|33301476|sp|P87235.1|RHP42_SCHPO;27.434;4.69E-14;RecName: Full=DNA repair protein rhp42
THTET00000007756;gi|961512535|sp|D4ATM6.1|A7590_ARTBC;30.542;6.76E-29;"RecName: Full=Uncharacterized secreted protein ARB_07590; Flags: Precursor"
THTET00000008239;gi|121680066|sp|Q2VEQ7.1|DDH_HALMT;30.037;3.16E-26;"RecName: Full=D-2-hydroxyacid dehydrogenase; Short=D2-HDH; AltName: Full=D-specific 2-hydroxyacid dehydrogenase"
THTET00000007951;gi|1170129|sp|P45798.1|GUB_RHOMR;27.481;1.81E-13;"RecName: Full=Beta-glucanase; AltName: Full=1,3-1,4-beta-D-glucan 4-glucanohydrolase; AltName: Full=Endo-beta-1,3-1,4 glucanase; AltName: Full=Lichenase; Flags: Precursor"
THTET00000008346;gi|20139062|sp|Q95KV7.3|NDUAD_BOVIN;40.517;1.29E-16;"RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13; AltName: Full=Cell death regulatory protein GRIM-19; AltName: Full=Complex I-B16.6; Short=CI-B16.6; AltName: Full=Gene associated with retinoic-interferon-induced mortality 19 protein; Short=GRIM-19; AltName: Full=NADH-ubiquinone oxidoreductase B16.6 subunit"
THTET00000007831;gi|172044640|sp|Q3TTY0.2|PLB1_MOUSE;64.286;6.3;"RecName: Full=Phospholipase B1, membrane-associated; Short=Phospholipase B; AltName: Full=Phospholipase B/lipase; Short=PLB/LIP; Includes: RecName: Full=Phospholipase A2; Includes: RecName: Full=Lysophospholipase; Flags: Precursor"
THTET00000008515;gi|74629368|sp|Q86ZM3.1|3DHQ_PODAN;79.874;2.63E-92;"RecName: Full=Catabolic 3-dehydroquinase; Short=cDHQase; AltName: Full=3-dehydroquinate dehydratase"
THTET00000007666;gi|189031717|sp|P33288.2|RAD18_NEUCR;62.133;1.48E-150;"RecName: Full=Postreplication repair E3 ubiquitin-protein ligase rad18; AltName: Full=RING-type E3 ubiquitin transferase rad18; AltName: Full=UV radiation sensitivity protein 2"
THTET00000008037;gi|38503052|sp|Q8NLK2.2|YIDC_CORGL;36.765;0.094;"RecName: Full=Membrane protein insertase YidC; AltName: Full=Foldase YidC; AltName: Full=Membrane integrase YidC; AltName: Full=Membrane protein YidC"
THTET00000008353;gi|205830134|sp|B1MXP8.1|SYA_LEUCK;29.67;1.5;"RecName: Full=Alanine--tRNA ligase; AltName: Full=Alanyl-tRNA synthetase; Short=AlaRS"
THTET00000008501;gi|32363198|sp|P59759.1|MKL2_MOUSE;37.778;1.76E-09;"RecName: Full=MKL/myocardin-like protein 2; AltName: Full=Myocardin-related transcription factor B; Short=MRTF-B"
THTET00000008422;gi|74858462|sp|Q55CN6.1|PKS3_DICDI;64.706;0.2;"RecName: Full=Probable polyketide synthase 3; Short=dipks3"
THTET00000008422;gi|74858462|sp|Q55CN6.1|PKS3_DICDI;64.706;0.2;"RecName: Full=Probable polyketide synthase 3; Short=dipks3"
THTET00000008422;gi|74858462|sp|Q55CN6.1|PKS3_DICDI;52.632;0.44;"RecName: Full=Probable polyketide synthase 3; Short=dipks3"
THTET00000008422;gi|74858462|sp|Q55CN6.1|PKS3_DICDI;34.091;1.2;"RecName: Full=Probable polyketide synthase 3; Short=dipks3"
THTET00000008286;gi|1316032355|sp|A8NVB7.3|N6235_COPC7;28.369;1.65E-42;"RecName: Full=Adenylate-forming reductase 06235; AltName: Full=Alanine/valine/serine reductase; AltName: Full=Nonribosomal peptide synthase 12-like enzyme; Short=NRPS-like"
THTET00000007776;gi|597500992|sp|A7LXT8.1|GH43A_BACO1;30.961;1.44E-60;"RecName: Full=Non-reducing end alpha-L-arabinofuranosidase BoGH43A; AltName: Full=Glycosyl hydrolase family protein 43A; Short=BoGH43A; Flags: Precursor"
THTET00000008225;gi|11132098|sp|O52376.1|DSBA_PSESM;31.481;2.1;"RecName: Full=Thiol:disulfide interchange protein DsbA; Flags: Precursor"
THTET00000007734;gi|73917706|sp|Q7SAF6.1|CEF1_NEUCR;81.913;0;RecName: Full=Pre-mRNA-splicing factor cef-1
THTET00000008266;gi|74654575|sp|O13844.1|YFG5_SCHPO;60;1.45E-119;RecName: Full=Uncharacterized mitochondrial carrier C19G12.05
THTET00000007938;gi|74671936|sp|Q4WQZ1.1|TPCG_ASPFU;52.326;1.18E-90;"RecName: Full=Monoogygenase tpcG; AltName: Full=Trypacidin synthesis protein G"
THTET00000008137;gi|1723906|sp|P53134.1|YGL4_YEAST;40.26;1.89E-23;RecName: Full=Putative oligopeptide transporter YGL114W
THTET00000007795;gi|81875140|sp|Q8BTJ4.1|ENPP4_MOUSE;30.769;5.7;"RecName: Full=Bis(5'-adenosyl)-triphosphatase enpp4; AltName: Full=AP3A hydrolase; Short=AP3Aase; AltName: Full=Ectonucleotide pyrophosphatase/phosphodiesterase family member 4; Short=E-NPP 4; Short=NPP-4; Flags: Precursor"
THTET00000007934;gi|1064306209|sp|Q4WQZ3.2|TPCE_ASPFU;27.289;6.33E-30;"RecName: Full=Trypacidin cluster transcription factor; AltName: Full=Trypacidin synthesis protein E"
THTET00000007853;gi|2833193|sp|Q02959.1|HOS3_YEAST;39.954;2.00E-97;RecName: Full=Histone deacetylase HOS3
THTET00000007994;gi|26006698|sp|Q9DBL1.1|ACDSB_MOUSE;52.162;2.08E-142;"RecName: Full=Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial; Short=SBCAD; AltName: Full=2-methyl branched chain acyl-CoA dehydrogenase; Short=2-MEBCAD; AltName: Full=2-methylbutyryl-coenzyme A dehydrogenase; Short=2-methylbutyryl-CoA dehydrogenase; Flags: Precursor"
THTET00000008475;gi|353558903|sp|Q0II91.2|DJC21_BOVIN;30.648;1.76E-65;RecName: Full=DnaJ homolog subfamily C member 21
THTET00000008319;gi|75097578|sp|O22788.1|PXG3_ARATH;42.982;1.99E-57;"RecName: Full=Probable peroxygenase 3; Short=AtPXG3; AltName: Full=Caleosin-3; AltName: Full=Protein RESPONSIVE TO DESICCATION 20"
THTET00000008276;gi|81341017|sp|O07622.1|YHFW_BACSU;27.992;7.67E-44;RecName: Full=Putative Rieske 2Fe-2S iron-sulfur protein YhfW
THTET00000008161;gi|74654923|sp|P79046.1|XYN1_HUMGT;68.627;0;"RecName: Full=Endo-1,4-beta-xylanase 1; Short=Xylanase 1; AltName: Full=1,4-beta-D-xylan xylanohydrolase 1; Flags: Precursor"
THTET00000008418;gi|38257303|sp|Q7TSL3.1|FBX11_RAT;37.037;0.005;RecName: Full=F-box only protein 11
THTET00000008387;gi|81886959|sp|P70684.1|PGDH_CAVPO;30.798;6.92E-30;RecName: Full=15-hydroxyprostaglandin dehydrogenase [NAD(
THTET00000008292;gi|75349155|sp|Q53353.1|LSDX1_SPHPI;38.593;1.12E-109;"RecName: Full=Lignostilbene-alpha,beta-dioxygenase isozyme I; Short=LSD-I"
THTET00000008041;gi|73920463|sp|Q7ZVK4.1|VPS36_DANRE;33.127;1.48E-40;"RecName: Full=Vacuolar protein-sorting-associated protein 36; AltName: Full=ESCRT-II complex subunit VPS36"
THTET00000008114;gi|52782823|sp|Q7RYE7.1|GAL7_NEUCR;81.841;0;"RecName: Full=Galactose-1-phosphate uridylyltransferase; Short=Gal-1-P uridylyltransferase; AltName: Full=UDP-glucose--hexose-1-phosphate uridylyltransferase"
THTET00000008299;gi|81663700|sp|Q7UYZ6.1|MOBA_RHOBA;48.077;1.58E-06;"RecName: Full=Probable molybdenum cofactor guanylyltransferase; Short=MoCo guanylyltransferase; AltName: Full=GTP:molybdopterin guanylyltransferase; AltName: Full=Mo-MPT guanylyltransferase; AltName: Full=Molybdopterin guanylyltransferase; AltName: Full=Molybdopterin-guanine dinucleotide synthase; Short=MGD synthase"
